Transaction ID,Transaction Amount,Transaction Date,Customer ID,Customer Age,Customer Gender,Transaction Type,IP Address,Transaction Currency,Fraudulent,Transaction Frequency
2327fbdc-ccce-4f33-beb4-b16c526765de,8978.33,2024-10-29 05:29:12,201c897a-4821-41e9-ae72-a834ceba0330,43,Female,Debit,69.187.139.52,INR,0,21
3d4a0965-86a4-4557-97a5-046ee2dd2a62,5095.75,2024-04-03 06:25:12,59f5a682-c12b-4085-9122-5a2d68855379,23,Male,Debit,48.125.96.218,INR,0,2
8db82ca1-9b9d-4c03-861c-9dc4d075e181,6274.83,2023-11-26 20:19:50,145cbbbf-5832-4531-b9a0-35187e87d5bb,68,Female,Online Transfer,55.236.122.147,INR,0,24
436dbde4-4601-4d3f-9f6b-4954dce4b9e5,3848.29,2024-05-27 12:09:41,5389c92a-60fa-4858-81b5-d87613439e4f,56,Female,Online Transfer,176.125.21.238,INR,1,12
92226129-6758-4847-8852-e7772d9e0c6d,9710.81,2024-06-10 15:57:09,55057756-e399-4d03-98f0-ce2ecb369330,73,Male,Online Transfer,20.96.250.14,INR,0,6
59d0426d-1469-462c-80b1-f2dc64100daa,6817.42,2024-03-21 03:14:52,e74a4ac6-c079-4d1a-9ff7-c39918985da9,52,Female,Online Transfer,10.87.134.14,INR,1,2
1247a0d3-8a92-4117-8503-85b3c4bd1296,1116.41,2024-03-07 01:23:21,190dacfb-3fff-402f-9822-ae118e27f5a4,45,Male,Credit,179.224.161.144,INR,0,28
131daf71-0f4a-44fb-9903-c15132c84c4b,9538.21,2024-06-02 09:02:44,de0c2ffe-034b-4e80-acc1-e660845a5fb7,74,Female,Online Transfer,187.91.19.239,INR,0,21
1b0b01ae-b049-423c-b631-8a56eaa2888b,5077.31,2024-05-03 18:38:35,acdaba8c-9c3a-4fc3-9431-e71b65b45401,24,Female,Online Transfer,201.88.77.193,INR,0,1
950f97f4-be9a-4287-b986-fd9cca3d52b4,1529.24,2024-04-30 08:56:54,865b4742-7983-4ad8-80b9-49b9001cc698,66,Male,Online Transfer,77.132.165.88,INR,0,12
0ee4b3d5-84fd-4f98-8cb3-c36fa4f9bb42,5989.85,2024-08-14 00:52:58,5a164d3b-9571-4b5b-b7b1-2d1de58179b9,49,Male,Debit,129.4.184.243,INR,1,26
4cea4d7d-759e-4220-b0f7-4eb0a6b04377,8787.34,2023-11-26 09:36:01,27563698-210b-44d3-9e41-7a564b41c476,71,Female,Debit,83.156.120.77,INR,0,22
e7a3d256-d5f5-47f2-b1e3-b620e6a66aae,2409.48,2023-12-06 12:18:50,9bca6b06-e15e-434d-a5ab-c0d8dbcf816a,54,Male,Debit,138.96.187.148,INR,1,29
1e2a2758-4015-40e3-a1b9-f5325cb00a5a,8160.42,2023-12-17 14:34:00,cbe25adb-92a3-4d2c-b408-6f7afcc778c4,80,Male,Debit,219.156.95.27,INR,1,12
91648a3e-909e-427a-8cf0-b8241dab4da5,9468.54,2024-11-04 11:25:15,5061d1b0-698f-40a4-9007-4b7594c4e88d,28,Female,Online Transfer,104.154.153.252,INR,1,25
8cef9ca5-b84a-4e05-9cdc-60478aca4658,9643.66,2024-09-07 23:07:43,6bf5b829-251d-4fcd-a839-bd761324b698,77,Male,Online Transfer,124.125.164.156,INR,1,17
ddf443bb-9a10-4443-836c-b2085ed46eed,3990.52,2024-03-13 00:40:51,09db2bf1-ee17-4e50-ae24-48d4fb09dccf,60,Female,Credit,16.20.51.66,INR,1,27
93e15257-1f8d-44ef-8dd1-8e7e1fb0445b,1210.92,2024-03-28 15:50:59,12169246-110c-4404-9b43-68b02a6361a3,32,Male,Credit,190.248.199.120,INR,0,27
b6f5e39f-9a77-42b7-81a8-f0dcbd67fe69,5883.5,2024-06-29 13:07:51,518831b4-994d-4425-a95b-8e6c94c856d6,32,Male,Debit,14.159.142.28,INR,0,10
af08361e-c21c-4482-9c48-dce2a01fc6db,7078.7,2024-07-12 05:16:58,16ed063e-2ac2-4b73-a6c2-b74f6fc4d20f,21,Male,Debit,58.80.219.58,INR,0,28
80a7095d-801c-42ef-8645-bbea5823401f,8596.49,2024-11-06 23:12:37,f291facc-dbb6-4c93-aa48-c8ca2b818cac,22,Male,Credit,106.71.92.64,INR,1,28
b95fabef-b661-4459-92aa-eebd7a18b87d,2143.15,2024-02-01 18:10:47,525aee69-3586-4ee4-b138-df3d13cc2b2e,26,Female,Debit,40.33.210.255,INR,1,16
02dc6438-7711-4bce-9b8a-caab6c59f5c7,8075.16,2024-06-01 12:41:11,a7ace56a-bdd8-4dec-af7e-6cfa9fa1ce5f,30,Male,Debit,213.165.136.229,INR,1,15
35703a0b-f3d6-4425-99e5-f25df216bda1,3543.62,2024-01-20 14:24:30,dc70b31f-a66f-499e-b985-71779ee1ca5b,44,Female,Online Transfer,12.221.198.96,INR,0,15
1298f809-6b6e-467d-af14-9b6325eed72a,6733.97,2024-06-03 21:10:59,c2f67ec6-fd3f-473e-91e0-7c256d689336,80,Male,Debit,207.116.226.5,INR,1,19
7c986cce-3a68-4315-bdf5-4d7a7695de34,7282.41,2024-11-19 02:20:29,5122dadf-5c9f-40ab-a518-9c0096144368,69,Male,Debit,3.109.190.129,INR,0,12
a6b7e8a9-ab78-46f6-8de7-69063c4baa80,1902.9,2024-08-02 21:47:52,bdc12c0e-6a70-46fa-9980-68b481dbd74a,46,Male,Credit,202.49.40.200,INR,0,23
cb555a77-1de0-4dc8-b8c8-6826bfb9b6aa,2786.17,2024-04-22 19:48:07,a6b3c0c2-e4ca-489e-be17-93a6facb5ba0,33,Male,Credit,160.145.215.249,INR,0,20
0733c51e-7371-47af-ab5e-349d2eb3c7c8,506.83,2024-03-05 06:25:56,ff5d75c3-af47-4c4d-9074-c2e6682f0322,52,Male,Debit,195.86.44.251,INR,0,25
a8e720e2-ee69-452a-bfbc-e9240d5b760f,1663.94,2024-03-29 11:20:59,3d907676-a9cc-4b3c-8f96-3590cda78c9b,49,Female,Debit,13.125.153.232,INR,1,3
16ec6ece-a84f-4a01-a804-c3a4607d70f3,9024.53,2024-01-23 17:11:28,d54c999b-2af2-4670-a134-259d5a6df42f,28,Female,Debit,28.127.209.8,INR,1,5
0a98fad8-f16f-4d82-86ab-3d2d5f52c3fe,2652.77,2024-05-20 00:57:14,635e9ded-3c6b-4a73-a8ad-6c10cc4c02ad,68,Female,Credit,169.186.164.22,INR,1,19
2d2b932c-ff7e-4da8-843f-72c69fc30d60,6966.22,2024-06-15 04:20:55,b8e119c8-5a5b-4596-a659-ba58fcbee1c7,64,Female,Debit,195.188.249.211,INR,0,7
f73db458-8059-486d-961d-201022276e1b,2967.78,2024-08-29 08:00:16,c200cc98-df43-41b3-896a-be2c4f70a4e5,79,Male,Online Transfer,90.50.126.86,INR,0,21
2c0c75fa-b4f9-4847-b794-0d5bb0055f7a,7480.01,2024-09-29 08:06:38,c1eccb28-cba3-494d-bdee-23798195f4fb,21,Male,Online Transfer,145.216.200.177,INR,1,9
241c29d6-25c1-4c17-b2c4-0aa97d84789d,5029.0,2024-10-18 12:56:28,a5f87caf-0ad5-4abd-ab22-235c71773758,72,Male,Debit,6.1.167.209,INR,0,7
76ee7ab9-cf27-4a25-a939-e13e758bff8d,8513.57,2024-04-26 23:21:50,44521f46-bef9-4725-8eac-7e0aa1e8fbf7,22,Male,Online Transfer,158.228.96.234,INR,0,18
616b7ec9-4db9-4c7c-9bad-de2ceccb2feb,4038.35,2024-02-15 20:48:10,0149093e-bf85-415c-9eab-e26c06e57da7,78,Male,Online Transfer,29.154.1.112,INR,0,4
61ce9beb-76b3-4e23-b40c-b37be70ab106,6194.2,2024-01-01 18:16:35,34f9c91a-2145-4755-a5e7-b23641d26e43,44,Female,Credit,84.13.239.104,INR,0,25
46a3d98e-3984-42a5-b88a-477fde3c2f90,6697.59,2024-01-25 06:27:55,4fc083f9-2f69-41ee-9baf-52c1a7d8f6db,38,Male,Credit,90.22.189.21,INR,1,28
6f854964-89c6-4625-a819-40cbf611ce19,1309.65,2024-09-10 00:29:02,895e23a6-18b5-46aa-8c13-545e9d2ad45a,59,Female,Credit,223.195.124.232,INR,1,14
7f06f7c6-85d9-4e49-a6df-82d07bbe852f,9290.25,2024-02-01 06:52:28,195e3383-e609-4074-bcdf-f75ffd828f79,77,Male,Debit,53.215.14.8,INR,1,18
189e4d4c-3cae-4006-887d-3d1a5c7d5dcc,6211.97,2024-05-25 16:11:54,59f02d0f-66e4-4660-872b-3b59037d995c,54,Male,Debit,102.112.152.168,INR,0,26
401f323e-68ee-4913-952b-6248ffea58dc,5059.34,2024-02-05 21:52:47,7dbabdfe-847e-4ccb-8a8a-32a8eb2daa74,26,Female,Debit,5.169.19.183,INR,0,9
93d58343-d250-44b6-b551-55763ed1b81a,3695.9,2024-03-23 08:43:47,de274f59-1826-4285-90c1-c77bfd9af2d8,28,Female,Online Transfer,151.205.92.178,INR,1,26
c0a00771-6932-4f5a-83b3-dddb2e88c741,6117.17,2024-01-16 21:08:05,ca6dbeb6-2168-426a-a69f-ff783e263da7,69,Male,Online Transfer,122.70.228.0,INR,1,21
ee17df70-14bb-4651-9ad5-d8f1dadb4302,9317.63,2024-03-10 01:23:06,c7957e98-ade8-4420-aa9b-84d5193afb94,24,Male,Credit,163.83.84.235,INR,0,2
6dd6568e-e3e9-4b02-b928-a7842bd3347e,8897.24,2024-11-11 23:10:13,36c7a901-3853-4b5b-81c9-1ba2cbaa4237,65,Male,Credit,108.6.87.239,INR,1,20
ca4c838e-351d-4523-be62-9f0e738575cf,6048.69,2024-01-20 05:05:04,d695957a-cdfe-45e3-a0dd-60d7bdcc947b,63,Female,Debit,72.59.118.153,INR,1,28
91f8fb7d-8d19-4a1c-8fb2-0ea268961d92,5054.59,2024-07-28 23:12:18,c6956993-7a9e-4321-95b1-bf224c5fed90,34,Male,Debit,13.250.164.5,INR,1,15
9e322246-00f1-4c87-91f3-ca6122e57a39,8293.65,2024-03-15 08:57:13,a74afac3-93a0-4309-aefd-8cfe4d983093,20,Male,Credit,120.81.152.83,INR,0,28
24ab3eda-fb8a-4bbb-b671-97a34bf0d5fa,6371.5,2024-04-21 02:24:25,d27db5a1-6ccd-47bb-84fe-474326a5cb1b,34,Male,Online Transfer,110.207.128.168,INR,1,7
0ef5da3c-bfee-4010-8809-32e3eaadf987,5517.25,2024-03-16 06:06:13,670715f4-200f-462a-a062-b97a9027d6cd,45,Male,Debit,166.125.120.187,INR,0,12
aaa0477b-8257-4c87-97ea-e27055ff2290,9450.56,2023-12-08 05:22:15,3fbdc83e-3b91-4fc9-acc2-740fd01ae85d,62,Male,Online Transfer,111.123.148.151,INR,0,29
a9773310-3c92-42e0-acf8-7177966df30f,8346.12,2024-05-11 16:37:07,e5c9ae2e-da08-479b-a03c-df5f92147ec3,55,Male,Credit,66.244.169.195,INR,0,8
b1d4511f-8c5c-45f1-aab6-ecbf86570f0a,419.25,2024-04-27 07:33:45,023c6ff5-c51b-48fc-b0bb-bf31e885fe1a,41,Male,Credit,101.243.96.151,INR,0,15
1f26b386-f674-47e3-b8ae-c63c4549a4e0,6820.98,2024-11-13 07:53:18,f498e7a7-8055-4cf8-8db0-1bea298d3621,60,Male,Credit,62.8.208.41,INR,1,3
72abd144-7c32-4028-8e80-5e102e8515ea,9738.4,2024-05-30 03:31:01,5e4b4460-4b54-43f3-b75a-616959f03dc2,65,Male,Debit,189.241.219.183,INR,0,14
3a8f7b97-1555-4220-af2b-1f576ec3f310,9762.08,2023-12-22 02:29:24,9c82c908-140f-4a27-8745-7dba0c7e5967,69,Male,Credit,54.124.123.43,INR,0,17
83f1ae87-4da5-4dde-9c03-ed420c6371d2,1794.43,2024-02-15 00:13:27,b622a677-2959-4aa9-92e4-b99cd1974382,77,Female,Credit,49.68.233.55,INR,0,4
2b48dca4-aa31-4be6-8462-1286ba6e2f41,2668.79,2024-07-05 13:35:44,455f38b2-046a-404e-941b-5692636b02f4,68,Male,Credit,49.129.10.162,INR,0,18
ad1e404f-3894-4633-a592-0c52966c9ed7,8586.07,2024-08-27 18:21:24,477463e8-211a-43ef-be24-6d8360040316,32,Male,Credit,34.242.223.255,INR,1,8
0ff16a63-7119-4012-852f-30b0162f7caa,3052.6,2024-06-12 14:58:40,c49ef220-3685-4d9d-af8c-903a79dfc326,68,Male,Debit,27.139.204.26,INR,0,4
0c17890a-b4b6-49f8-939f-7cb879d22ea9,6600.67,2023-12-30 04:29:05,67d126a6-3c85-427b-b882-5667112100f4,43,Female,Credit,161.171.17.71,INR,0,2
362dec71-d4e1-411a-a746-cc7687ba54f9,9668.92,2024-10-25 22:22:28,2d8934ce-23ae-4bfc-859d-4a170b841091,35,Female,Online Transfer,223.237.96.68,INR,1,6
c2a9376e-271a-4941-873e-0aee5c01aa7d,6795.5,2024-07-12 10:05:04,5ed1ce3d-19d8-4d11-baa9-c3591d9f6f7d,71,Female,Debit,43.226.254.151,INR,0,22
d9c6438d-1e91-4597-a815-5df0c336af87,8770.51,2024-04-21 00:52:56,20931ca8-7658-4404-afd8-df48c5816072,34,Male,Online Transfer,2.152.59.64,INR,1,10
b2ef63bd-65ca-4a47-a5ca-a725e6095f22,383.53,2024-09-18 11:59:41,f75f74e2-091c-49b8-822b-0bc143719f59,56,Female,Credit,112.66.229.115,INR,1,4
d10e44d5-1ed4-41ab-9aba-86e6ad6a717a,4364.5,2024-01-22 13:27:24,4a5f0f91-78c7-45fb-b5d8-d1a3ac6661ae,80,Male,Credit,84.59.49.40,INR,0,22
d537297a-b5a4-4397-9ac2-2c328ad41054,2547.97,2024-11-06 19:59:55,5fca8aba-8bca-4066-a042-13505edcebec,63,Female,Debit,100.194.20.95,INR,0,29
a1edf5ef-3b42-47d9-a73f-0590ac17e2fa,3642.85,2024-09-30 16:19:46,55a87722-63d1-4b3f-af62-932a7d0bc50b,22,Female,Online Transfer,113.170.82.132,INR,1,18
4bb98582-c1f6-4f4a-bdaf-9609079239c3,6634.21,2024-10-16 20:52:54,0b56c8bf-01ce-4829-99bc-73e14bdf9a2b,25,Female,Online Transfer,22.231.201.38,INR,1,26
f879dda2-f0c5-43e4-a2e8-35bd4be4d6e1,6669.26,2024-08-23 16:34:59,c2a621f9-7650-4eb9-a304-52b2ecd098e5,38,Female,Online Transfer,159.107.68.199,INR,1,12
e75f8081-65af-4c78-af5a-82d22833385a,5544.57,2024-04-22 03:04:57,8f6c7cae-5510-4520-a47a-7a9275fdf15f,30,Female,Online Transfer,54.43.221.3,INR,1,2
b4607df6-c1ba-454d-a472-6b7a596bd454,6773.5,2024-06-14 18:58:40,33e1f5c5-f9db-4c84-b7bb-fee5c9931af4,75,Male,Online Transfer,212.33.135.96,INR,1,10
25b4dff2-9bf3-4850-bc38-3a2f4d4565c5,4061.35,2024-05-29 01:16:22,88ce2da3-cf7a-4919-b290-755de73377ee,71,Male,Credit,38.27.6.115,INR,1,4
d5de9cef-862d-479d-819a-e4f80848837c,2102.62,2024-02-03 18:22:26,60024a90-a99e-439b-85c0-f1502585470a,68,Female,Credit,147.113.137.119,INR,1,14
3651309a-206b-4440-b48d-babebeb02695,4422.16,2024-08-05 02:11:25,b64d00cb-5192-404d-b242-5c24c67fcc22,31,Female,Online Transfer,106.43.175.39,INR,0,16
cab61df2-50a0-47c7-8c25-72d4e2232cdf,6588.85,2024-01-14 13:06:42,6ff3b989-7056-4bee-a182-916cd8f77feb,36,Female,Debit,62.138.217.130,INR,0,15
cc4d872e-ea70-4110-9b45-f12c5c7444bb,6728.28,2024-04-27 07:59:42,080f65aa-d47f-48c7-99e4-c0958df89dd4,32,Male,Debit,142.53.32.65,INR,0,8
03b97d3c-b398-4e6c-a119-5c2ef7888119,463.09,2024-05-20 01:02:09,bfc2fd8b-28be-4603-afff-6d6dcf461ea4,80,Female,Online Transfer,54.145.224.54,INR,0,14
38cdb86b-1dda-4a17-9ec4-738d627d5e9e,4554.71,2024-03-13 11:46:47,8c462632-fa95-420f-a2bb-04213354f162,74,Male,Online Transfer,108.93.244.2,INR,1,23
f3339189-b519-4113-9fb9-eae53aaed54f,4944.28,2024-06-11 01:26:47,68a1efbc-3d5c-4311-b396-cd59faa97c94,33,Male,Online Transfer,202.3.93.195,INR,0,28
f606453f-ebc5-4668-96c9-9afa70451f2c,8926.71,2024-01-02 14:24:30,0c3e7cfb-7758-4ecd-a0d0-cdf3b028d39b,73,Male,Credit,126.115.155.67,INR,0,25
4f5ecb67-8835-4ef5-aba2-ce97fcae4f6d,1759.69,2024-10-20 05:26:10,7fbc270f-750b-4d36-84fb-0de4fbf359c4,79,Female,Debit,125.24.52.220,INR,0,8
f041b51a-0c05-4dd6-90c1-933153459816,9174.78,2024-11-18 10:24:20,dc85452f-1238-47dd-a7ea-66306fccd2d9,25,Female,Debit,69.95.153.126,INR,1,21
4803208f-f393-48e1-a1be-b6455f3a73f9,6676.11,2024-07-28 14:01:35,e1362f1d-ef10-4b49-b8f4-95830f2389e2,53,Female,Credit,66.202.183.136,INR,1,16
2e2fa5fd-dffd-45bd-a3a7-8627ca799ae8,8305.86,2024-05-02 01:33:27,b519b7fc-09f8-4035-a4b1-0557894d8ea8,53,Female,Debit,149.137.232.217,INR,1,13
2d610c47-9bdf-4c49-b751-95700c923a8c,4501.25,2024-08-09 11:59:46,92b9e3fe-4ff0-4c7a-b2f5-a4851f1433e0,66,Male,Online Transfer,77.218.60.57,INR,1,18
18caf5a8-46fc-4505-8eba-af12b82c12cb,7658.37,2024-09-02 20:30:49,93844392-c820-473d-ba58-74016426c372,51,Female,Online Transfer,139.82.99.170,INR,0,15
4de9049b-a26a-4ba5-94e1-cd66198569dc,2746.7,2024-06-17 16:27:12,519af561-4223-4f68-a52e-7fddaac94975,22,Female,Debit,48.29.60.36,INR,1,21
7feeccaa-6d2b-476b-a8e5-24b5c1da89a5,3359.14,2024-09-10 15:10:08,2a749667-fee2-4ca2-85ec-8520ac822ccc,75,Male,Debit,187.54.21.2,INR,0,24
54e4b4d8-a226-4871-ba0f-ad71d960e7d3,2313.38,2024-03-24 15:00:20,5732a5d2-25c7-41b1-8a75-23453b1d569f,62,Male,Online Transfer,171.2.236.93,INR,0,26
6fd45b8e-c413-436b-b80a-4de4ac817c1a,643.22,2024-03-26 15:58:13,e5195e0a-0da4-4b65-84e5-d1ce7266c541,44,Female,Online Transfer,32.234.0.59,INR,1,25
37539ed6-f942-455d-bb36-8b5f45783d8c,4158.33,2024-10-04 03:30:53,ef093808-d43f-46d6-9cc8-b4225698db52,31,Female,Credit,69.45.154.160,INR,0,28
759a9689-abd8-443f-a0b5-86c1799f28bd,8567.46,2024-04-19 14:03:13,1bc93ae4-1a2d-4a82-ae3c-8a686c06afc5,66,Female,Credit,98.186.143.47,INR,0,28
d9e0ff3f-216e-4619-96f4-7267c80cdbb6,9427.47,2024-03-01 22:22:50,0c009259-59fd-479d-9aeb-8f5c38a074e9,37,Female,Credit,26.53.103.144,INR,0,28
497a0f7f-16b1-459b-b581-679e2e688f70,4882.81,2024-05-27 02:39:59,9c5e4389-0fcf-490d-bdae-cf7c91d84719,35,Female,Credit,55.211.148.19,INR,0,13
44a43b90-4b73-4349-a185-69c4cacbed01,3889.18,2024-01-07 21:19:48,93726583-e0b3-4cc5-bd34-39894f1c7a6d,60,Female,Online Transfer,91.98.145.133,INR,0,9
40b0e9e6-7a42-4eee-880c-bb8fc799bd53,8405.22,2024-03-22 09:42:32,32b1d6af-9749-4e6e-8479-71cb29a48857,76,Male,Online Transfer,209.200.12.145,INR,0,29
e836b68a-bfb9-4075-8d09-c3cd4676f607,9069.38,2024-10-10 05:27:00,80e5026a-0355-4a9c-9e70-0fb4f990c7d0,55,Male,Debit,24.173.163.118,INR,1,15
7cd87ff7-228b-4570-ba3d-a333462316b3,1357.86,2024-06-14 15:09:15,a874dd05-61f3-4d6e-b0b7-128e691942af,47,Male,Debit,144.13.212.102,INR,1,13
dc3d1811-18ed-4ac0-a43d-9496e0d62907,3791.66,2024-06-06 09:35:06,eef0a922-9693-46f9-a979-cb6a1212aab0,31,Female,Credit,61.68.172.224,INR,1,1
3a28cee0-631e-444c-8029-888a5cd6f7b1,7612.54,2024-01-30 18:48:42,a83ecaea-9243-4414-af5f-4f5f3bce279d,42,Female,Credit,53.4.152.6,INR,1,25
f1364a4d-b9bc-457f-b438-c0a8b9350dba,8349.27,2024-11-17 17:48:09,ca6bafaf-488a-4737-aa1f-d029573a76c0,48,Male,Online Transfer,150.183.99.165,INR,0,7
7b370b7a-c493-4566-9bc7-c0d75e31b0be,9999.08,2023-12-31 08:51:10,fdeff2cb-e12d-49f6-996f-9cd4d9f38f3f,40,Male,Online Transfer,47.85.41.148,INR,0,9
8c61802e-f4b8-4695-9ab2-ca27d58fc159,7812.55,2024-03-17 03:11:51,0a90c1ca-d540-4978-a2b1-5c769a531830,59,Male,Debit,222.248.125.53,INR,0,24
efc2f126-d569-4d19-952e-7f2a2bf0321c,1994.41,2024-06-22 23:33:26,7f2dbbda-684e-41c3-b204-0776cd9d5cf6,19,Male,Debit,50.109.253.79,INR,0,1
32373e26-179e-4952-9e3c-288cb71952d3,4736.14,2024-11-08 16:37:18,4e77e1d3-3bd6-483d-ba69-e2b0a2e8df24,25,Male,Credit,18.137.159.42,INR,1,12
a0977f92-9255-43d5-9d74-53db0dc03d19,7669.21,2024-08-13 22:03:42,8c94a33a-2a0a-4694-8841-8a95dad9e346,28,Male,Debit,209.222.29.156,INR,1,8
1c97b6dc-d424-485b-997f-19384ebb6eaa,1081.88,2024-06-26 06:36:50,1c8f65ad-55e3-4313-94ca-eccaccfcc942,19,Female,Online Transfer,202.159.102.125,INR,1,24
2e47674f-6d72-400e-9f90-22ef95805365,3967.15,2024-05-04 14:23:26,403a827e-37f4-44eb-8a23-70866b16a213,63,Male,Debit,201.125.198.26,INR,0,11
62bab48a-0a0f-4466-9fac-723ff3ff06f0,1019.91,2024-04-14 13:24:11,b7af73b5-3342-4bab-8552-b534f1de6a48,67,Female,Online Transfer,207.170.98.170,INR,0,19
34b237f9-6b4d-4b6a-8933-f964fcc25515,7962.48,2024-09-12 12:15:16,fa1e2c86-4da5-4647-af27-edb31ef27b22,54,Male,Credit,120.14.104.226,INR,1,17
3f338498-1809-464f-a209-ba582cadad41,6615.55,2024-06-19 23:31:24,3985389a-dc4e-48e8-ac6b-a3229fb29252,22,Female,Debit,103.171.163.96,INR,1,8
0df4f024-163e-43e2-af1e-125b3264c116,8223.49,2024-08-18 01:33:50,6c771225-335b-4ce5-84f7-5742ea503935,24,Female,Credit,122.149.169.192,INR,1,3
bf5cd301-ae6c-4313-b469-a3bcb9f5a1e2,7073.38,2024-08-07 01:08:51,eda7ae4f-604e-45bf-b058-3319b34f1ebf,45,Male,Online Transfer,204.56.17.173,INR,1,3
e122347c-e3af-4cc7-950e-1652f44f940d,6159.51,2024-07-05 18:38:07,96fe7f1a-d50c-4378-b6af-470edb5838f9,76,Female,Credit,173.202.11.169,INR,1,1
5bbf323f-7b01-4f71-b450-cf1028153413,8257.52,2024-01-16 22:32:05,9e158963-a387-4c28-b9de-c183fd213c3f,55,Female,Credit,197.145.112.235,INR,0,27
e7ecf3a4-bea4-40d2-b27a-2d27ec99b327,8307.48,2024-09-10 07:36:50,02f451d7-718d-4e91-be54-76833714ecf0,23,Female,Credit,149.72.153.252,INR,0,5
fedfd942-c77b-4089-9b57-9767e084b572,7505.01,2024-08-13 12:15:27,4388dffe-8024-4a97-855c-78fc0ab24ebf,54,Female,Credit,185.163.89.40,INR,0,10
